Gene	Class
AT3G07140	0
AT1G61460	0
AT3G57340	0
AT3G62950	0
AT2G33480	0
AT4G25170	0
AT5G44480	0
AT2G06950	0
AT1G24310	0
AT5G03620	0
AT5G44060	0
AT1G11960	0
AT2G36690	0
AT4G19530	0
AT3G08550	0
AT2G01870	0
AT1G43780	0
AT2G32450	0
AT4G15040	0
AT5G46670	0
AT1G66400	0
AT1G71190	0
AT2G22630	0
AT5G43280	0
AT4G03020	0
AT1G25230	0
AT1G33080	0
AT1G02190	0
AT3G57530	0
AT2G32440	0
AT5G41860	0
AT5G22410	0
AT1G26710	0
AT4G24880	0
AT1G60400	0
AT1G49200	0
AT4G08960	0
AT1G49660	0
AT2G39250	0
AT1G02120	0
AT3G19230	0
AT1G61610	0
AT5G02270	0
AT2G24800	0
AT1G72300	0
AT2G24860	0
AT4G16400	0
AT1G08270	0
AT3G01680	0
AT5G35490	0
AT2G26140	0
AT1G08280	0
AT5G52240	0
AT5G17450	0
AT1G09700	0
AT2G15530	0
AT1G04350	0
AT3G30530	0
AT5G47450	0
AT3G13730	0
AT2G32370	0
AT1G18870	0
AT3G49640	0
AT2G41180	0
AT1G60430	0
AT4G10580	0
AT4G39200	0
AT3G15840	0
AT3G60570	0
AT5G50330	0
AT1G33970	0
AT4G00955	0
AT2G04160	0
AT3G24515	0
AT5G11490	0
AT5G48130	0
AT2G07727	0
AT1G52740	0
AT1G26960	0
AT5G59000	0
AT3G56830	0
AT3G35707	0
AT1G48410	0
AT1G02260	0
AT1G36920	0
AT4G35720	0
AT5G58710	0
AT5G37910	0
AT3G60380	0
AT1G63300	0
AT5G63980	0
AT1G52700	0
AT2G21180	0
AT1G56650	0
AT4G11960	0
AT5G11110	0
AT5G40040	0
AT4G26870	0
AT1G26170	0
AT3G10620	0
AT2G06000	0
AT1G62880	0
AT1G19640	0
AT4G34138	0
AT2G16930	0
AT1G80880	0
AT5G19320	0
AT4G34960	0
AT4G19610	0
AT2G13430	0
AT4G27180	0
AT1G29520	0
AT3G03330	0
AT1G64820	0
AT2G27200	0
AT1G49210	0
AT5G16630	0
AT5G20680	0
AT1G79830	0
AT5G23890	0
AT4G29640	0
AT3G25870	0
AT5G39940	0
AT5G35420	0
AT3G47430	0
AT5G13620	0
AT4G00760	0
AT1G69780	0
AT5G08260	0
AT3G50880	0
AT2G18600	0
AT1G02640	0
AT1G78240	0
AT2G25920	0
AT2G28570	0
AT3G13700	0
AT1G50060	0
AT1G71470	0
AT3G62000	0
AT1G05055	0
AT4G36010	0
AT4G22440	0
AT5G47920	0
AT1G06590	0
AT5G07060	0
AT5G15070	0
AT2G19380	0
AT2G02850	0
AT5G13770	0
AT4G35870	0
AT4G19600	0
AT5G15110	0
AT5G63930	0
AT4G21200	0
AT1G31470	0
AT5G26751	0
AT1G33680	0
AT4G23760	0
AT4G01610	0
AT1G76850	0
AT5G56280	0
AT2G19310	0
AT4G16930	0
AT2G16900	0
AT3G50660	0
AT3G46820	0
AT4G18465	0
AT1G11770	0
AT1G54170	0
AT3G05130	0
AT3G25600	0
AT1G64160	0
AT3G05120	0
AT1G05500	0
AT5G09980	0
AT3G03590	0
AT2G07290	0
AT4G40050	0
AT5G59220	0
AT1G60300	0
AT1G67630	0
AT5G51470	0
AT5G57350	0
AT1G78140	0
AT3G54060	0
AT2G01830	0
AT1G74600	0
AT4G20210	0
AT5G59550	0
AT1G55200	0
AT1G66340	0
AT1G08470	0
AT1G37000	0
AT4G03700	0
AT2G02650	0
AT5G18140	0
AT1G13280	0
AT5G19070	0
AT1G17545	0
AT1G19110	0
AT1G30710	0
AT3G55380	0
AT1G15900	0
AT2G04890	0
AT2G47970	0
AT4G03780	0
AT1G04730	0
AT1G49170	0
AT5G58760	0
AT1G69620	0
AT5G44750	0
AT5G13780	0
AT3G50440	0
AT5G05340	0
AT2G39460	0
AT4G26720	0
AT3G25520	0
AT3G49770	0
AT2G35680	0
AT5G02550	0
AT2G19790	0
AT1G11190	0
AT4G38740	0
AT3G13670	0
AT3G08020	0
AT5G57540	0
AT1G32270	0
AT4G23100	0
AT3G03305	0
AT3G07610	0
AT4G35020	0
AT5G40990	0
AT5G55250	0
AT5G42950	0
AT5G64660	0
AT1G05910	0
AT3G63050	0
AT1G48580	0
AT2G46290	0
AT4G13360	0
AT1G21700	0
AT4G27460	0
AT1G71170	0
AT1G69530	0
AT4G16155	0
AT3G17280	0
AT1G22980	0
AT3G25120	0
AT4G34620	0
AT4G08790	0
AT1G17790	0
AT5G11540	0
AT3G54260	0
AT5G02170	0
AT2G18530	0
AT3G23090	0
AT2G06980	0
AT1G55730	0
AT5G18220	0
AT1G59820	0
AT3G01740	0
AT3G01810	0
AT1G04180	0
AT1G15960	0
AT2G18120	0
AT1G63590	0
AT1G07450	0
AT2G19470	0
AT5G32470	0
AT3G04530	0
AT5G51020	0
AT1G14060	0
AT4G05070	0
AT5G54460	0
AT2G24945	0
AT2G43890	0
AT5G59710	0
AT3G49140	0
AT1G01570	0
AT2G43670	0
AT4G00710	0
AT4G09140	0
AT2G40300	0
AT3G28690	0
AT5G14170	0
AT1G23450	0
AT1G34090	0
AT2G44450	0
AT1G33170	0
AT2G28780	0
AT4G29380	0
AT3G13760	0
AT3G63330	0
AT1G10330	0
AT5G65960	0
AT4G22200	0
AT1G73240	0
AT4G33980	0
AT4G31960	0
AT4G13985	0
AT2G45830	0
AT2G46040	0
AT5G13790	0
AT4G24200	0
AT2G37920	0
AT5G04710	0
AT5G44210	0
AT5G62200	0
AT2G28840	0
AT3G55370	0
AT1G16705	0
AT4G20570	0
AT3G10220	0
AT3G51670	0
AT4G33660	0
AT1G64960	0
AT4G18420	0
AT5G66340	0
AT4G14000	0
AT1G18160	0
AT1G44110	0
AT1G12490	0
AT5G01500	0
AT2G24560	0
AT3G19960	0
AT5G53770	0
AT1G11400	0
AT5G23440	0
AT2G33070	0
AT5G14220	0
AT5G21120	0
AT3G49460	0
AT4G22290	0
AT5G66930	0
AT5G54310	0
AT3G13140	0
AT1G47128	0
AT5G59860	0
AT5G27850	0
AT1G66110	0
AT3G08980	0
AT3G47700	0
AT4G32930	0
AT5G60280	0
AT1G62560	0
AT5G38690	0
AT1G44050	0
AT4G18630	0
AT1G29950	0
AT4G18430	0
AT4G32780	0
AT3G13770	0
AT2G20810	0
AT2G03850	0
AT5G61810	0
AT2G15090	0
AT4G28150	0
ATCG00080	0
AT3G59650	0
AT1G02550	0
AT4G36760	0
AT1G06760	0
AT5G41810	0
AT1G16570	0
AT1G15230	0
AT1G08380	0
AT1G05520	0
AT5G42180	0
AT1G15980	0
AT4G30130	0
AT1G55990	0
AT2G46210	0
AT4G03610	0
AT2G31680	0
AT3G57230	0
AT1G80280	0
AT1G33270	0
AT1G17760	0
AT5G13470	0
AT3G53410	0
AT1G31460	0
AT3G15640	0
AT5G55560	0
AT3G02190	0
AT1G09450	0
AT5G66460	0
AT4G17245	0
AT5G61970	0
AT4G17270	0
AT1G19230	0
AT3G16830	0
AT3G12660	0
AT1G04910	0
AT1G49820	0
AT4G27585	0
AT4G28480	0
AT4G18020	0
AT4G25380	0
AT4G23910	0
AT5G14100	0
AT5G04660	0
AT5G54690	0
AT1G49400	0
AT2G18400	0
AT4G03560	0
AT2G14380	0
AT5G49500	0
AT3G44850	0
AT2G18610	0
AT5G05960	0
AT1G28200	0
AT1G72310	0
AT2G31690	0
AT1G72890	0
AT1G55840	0
AT1G69850	0
AT4G30060	0
AT4G15020	0
AT5G63000	0
AT3G60770	0
AT1G27510	0
AT5G27150	0
AT1G01830	0
AT1G08610	0
AT1G36020	0
AT5G67190	0
AT5G40260	0
AT2G34310	0
AT5G44000	0
AT2G22450	0
AT3G07110	0
AT2G01850	0
AT5G45890	0
AT3G46580	0
AT5G42680	0
AT1G50530	0
ATMG00270	0
AT5G61780	0
AT3G01460	0
AT4G08690	0
AT2G17340	0
AT4G15930	0
AT5G13560	0
AT1G33450	0
AT5G20890	0
AT1G56310	0
AT2G07722	0
AT4G18220	0
AT1G52240	0
AT5G11430	0
AT5G10210	0
AT3G07190	0
AT5G18410	0
AT4G15360	0
AT5G57580	0
AT3G44100	0
AT1G70790	0
AT4G04170	0
AT5G54270	0
AT1G05120	0
AT2G14470	0
AT1G21430	0
AT1G15990	0
AT1G69550	0
AT3G12680	0
AT3G55420	0
AT2G47850	0
AT1G52280	0
AT1G54150	0
AT2G03500	0
AT4G29160	0
AT1G75190	0
AT4G03460	0
AT4G12270	0
AT2G35430	0
AT5G26760	0
AT1G12470	0
AT1G67710	0
AT5G17410	0
AT1G48850	0
AT5G10810	0
AT1G79310	0
AT1G53660	0
AT1G54250	0
AT5G49840	0
AT1G50670	0
AT1G06210	0
AT4G32960	0
AT3G07730	0
AT3G12550	0
AT3G19300	0
AT3G48830	0
AT4G38930	0
AT5G08560	0
AT1G29370	0
AT4G29200	0
AT3G03150	0
AT2G42840	0
AT1G63770	0
AT3G42940	0
AT5G24970	0
AT5G49890	0
AT5G41490	0
AT1G68880	0
AT3G62440	0
AT1G65240	0
AT5G54680	0
AT2G38150	0
AT2G22390	0
AT5G24560	0
AT3G49850	0
AT1G01140	0
AT5G07550	0
AT4G30080	0
AT3G27530	0
AT4G29370	0
AT2G37380	0
AT4G19460	0
AT1G70900	0
AT5G64230	0
AT1G65260	0
AT4G25070	0
AT5G49810	0
ATMG00090	0
AT1G07940	0
AT1G53560	0
AT4G27540	0
AT4G20770	0
AT4G09000	0
AT3G46540	0
AT1G34530	0
AT1G19880	0
AT4G24710	0
AT2G22290	0
AT1G34540	0
AT5G03320	0
AT2G36060	0
AT2G46150	0
AT1G62680	0
AT4G24550	0
AT3G26670	0
AT1G71020	0
AT1G71530	0
AT3G49080	0
AT3G20710	0
AT3G47170	0
AT5G17720	0
AT5G42840	0
AT5G46450	0
AT1G72230	0
AT2G33845	0
AT5G58440	0
AT4G33650	0
AT2G21540	0
AT1G56070	0
AT1G50020	0
AT2G18950	0
AT3G04960	0
AT1G55330	0
AT3G03000	0
AT5G61120	0
AT5G19510	0
AT1G26610	0
AT4G37670	0
AT3G23605	0
AT4G00585	0
AT5G53050	0
AT4G02560	0
AT4G38940	0
AT4G18090	0
AT1G28520	0
AT3G21750	0
AT5G12100	0
AT2G39230	0
AT1G55090	0
AT2G40420	0
AT3G10690	0
AT5G64610	0
AT1G52680	0
AT1G21460	0
AT1G03220	0
AT3G05820	0
AT3G26360	0
AT5G18830	0
AT3G24270	0
AT4G17640	0
AT4G14770	0
AT2G35795	0
AT1G72800	0
AT2G33860	0
AT2G14570	0
AT2G36160	0
AT2G17710	0
AT1G80210	0
AT3G61430	0
AT4G13640	0
AT4G01920	0
AT5G65260	0
AT5G45970	0
AT2G20240	0
AT3G06680	0
AT1G44810	0
AT3G48020	0
ATCG00440	0
AT2G21910	0
AT1G69600	0
AT1G68720	0
AT2G17990	0
AT2G01620	0
AT2G44190	0
AT4G39480	0
AT2G21490	0
AT5G28720	0
AT2G13600	0
AT5G01800	0
AT1G77570	0
AT2G29480	0
AT1G54340	0
AT4G17130	0
AT4G29240	0
AT3G06483	0
AT2G23380	0
AT3G19240	0
AT2G38185	0
AT3G45960	0
AT3G10580	0
AT3G53150	0
AT1G30940	0
AT5G53360	0
AT3G23980	0
AT2G23180	0
AT4G07530	0
AT5G51340	0
AT5G22030	0
AT1G50000	0
AT5G45480	0
AT3G09085	0
AT5G44900	0
AT1G65950	0
AT5G20290	0
AT2G27490	0
AT3G47600	0
AT2G36120	0
AT1G12330	0
AT3G15240	0
AT5G39700	0
AT1G78610	0
AT3G53590	0
AT3G23190	0
AT3G53510	0
AT4G24760	0
AT3G09550	0
AT4G38160	0
AT4G10800	0
AT1G63290	0
AT5G27350	0
ATMG00730	0
AT3G53360	0
AT4G17750	0
AT1G09950	0
AT1G06320	0
AT1G57700	0
AT2G05350	0
AT1G56170	0
AT1G04020	0
AT4G00320	0
AT4G22220	0
AT3G25140	0
AT1G65170	0
AT4G08480	0
AT1G54840	0
AT3G57170	0
AT1G08430	0
AT3G54340	0
AT2G15750	0
AT1G64050	0
AT5G05670	0
AT3G04940	0
AT3G07200	0
AT3G45240	0
AT2G07783	0
AT4G04830	0
AT1G63900	0
AT2G01630	0
AT4G31160	0
AT5G53820	0
AT4G05400	0
AT4G28750	0
AT3G11690	0
AT3G45070	0
AT5G47690	0
AT5G48950	0
AT1G29670	0
AT4G09470	0
AT1G35340	0
AT3G32130	0
AT1G55640	0
AT2G40780	0
AT5G61520	0
AT1G76390	0
AT3G60920	0
AT5G11640	0
AT1G70170	0
AT1G12400	0
AT5G15290	0
AT3G13890	0
AT4G11920	0
AT2G35000	0
AT2G29940	0
AT3G26850	0
AT3G21720	0
AT5G06370	0
AT3G27870	0
AT3G23000	0
AT1G42370	0
AT2G33580	0
AT1G26850	0
AT1G53350	0
AT5G02830	0
AT1G10500	0
AT3G56500	0
AT5G03740	0
AT3G09370	0
AT3G05960	0
AT5G03290	0
AT5G48080	0
AT1G24440	0
AT1G61690	0
AT4G36830	0
AT2G02290	0
AT4G31430	0
AT4G11760	0
AT1G48120	0
AT1G08860	0
AT3G46500	0
AT4G31940	0
AT2G32900	0
AT2G42770	0
AT3G11660	0
AT1G21190	0
AT4G39590	0
AT1G18750	0
AT3G18400	0
AT1G48780	0
AT2G18760	0
AT5G39210	0
AT2G47440	0
AT1G51190	0
AT4G23980	0
AT4G27900	0
AT4G37180	0
AT3G14670	0
AT4G00330	0
AT3G23210	0
AT1G08260	0
AT1G03270	0
AT3G55920	0
AT1G20200	0
AT2G35210	0
AT5G11650	0
AT3G58630	0
AT3G23480	0
AT3G52020	0
AT5G03140	0
AT3G26980	0
AT2G36620	0
AT1G25380	0
AT1G27570	0
AT3G58800	0
AT5G51740	0
AT5G41550	0
AT2G19720	0
AT2G26430	0
AT1G71390	0
AT5G23170	0
AT5G49510	0
AT3G33520	0
AT5G59160	0
AT1G15100	0
AT4G35780	0
AT1G70210	0
AT1G23310	0
AT4G39550	0
AT1G14687	0
AT3G05070	0
AT5G63950	0
AT3G04260	0
AT1G32590	0
AT5G10550	0
AT2G36530	0
AT2G07690	0
AT1G09360	0
AT1G05260	0
AT5G57260	0
AT4G03800	0
AT1G32740	0
AT3G18180	0
AT5G58090	0
AT1G04290	0
AT5G37040	0
AT3G21250	0
AT5G02480	0
AT5G47740	0
AT3G55700	0
AT4G02990	0
AT4G22840	0
AT1G53590	0
AT3G10525	0
AT2G26460	0
AT4G36390	0
AT4G24810	0
AT5G40460	0
AT5G43760	0
AT1G70720	0
AT3G20150	0
AT5G45540	0
AT1G70820	0
AT3G12240	0
AT2G41200	0
AT1G69610	0
AT1G24490	0
AT1G11060	0
AT3G52240	0
AT5G55660	0
AT3G22980	0
AT4G35540	0
AT5G38340	0
AT5G16790	0
AT1G22300	0
AT1G80380	0
AT2G21610	0
ATMG01260	0
AT4G09800	0
AT3G59800	0
AT2G29990	0
AT1G12740	0
AT5G65940	0
AT2G18770	0
AT1G04920	0
AT5G41600	0
AT1G15360	0
AT4G33450	0
AT1G02410	0
AT5G19410	0
AT2G24430	0
AT4G01710	0
AT1G33230	0
AT2G46520	0
AT2G23760	0
AT1G20900	0
AT1G80020	0
AT1G42705	0
AT3G16240	0
AT1G70540	0
AT5G20620	0
AT1G49780	0
AT2G18470	0
AT2G36870	0
AT5G41700	0
AT2G35980	0
AT1G58420	0
AT4G36980	0
AT3G17390	0
AT5G42720	0
AT2G16780	0
AT1G34590	0
AT5G53640	0
AT3G05940	0
AT4G25120	0
AT4G11860	0
AT4G39570	0
AT5G17430	0
AT1G03150	0
AT1G21840	0
AT2G38500	0
AT2G40950	0
AT4G01810	0
AT4G27657	0
AT1G18030	0
AT1G49150	0
AT3G50740	0
AT5G23490	0
AT1G52640	0
AT2G15370	0
AT3G47130	0
AT1G07410	0
AT1G18550	0
AT5G18350	0
AT4G35910	0
AT3G14490	0
AT5G38110	0
AT2G32520	0
AT4G31820	0
AT5G65520	0
AT4G04040	0
AT3G56870	0
AT2G22540	0
AT4G08670	0
AT1G45545	0
AT4G27090	0
AT5G04130	0
AT5G65470	0
AT2G26690	0
AT5G57600	0
AT1G13790	0
AT1G56200	0
AT1G61660	0
AT1G72910	0
AT2G46190	0
AT3G01590	0
AT3G02390	0
AT1G17420	0
AT1G74890	0
AT2G42700	0
AT5G24655	0
AT3G19420	0
AT4G36220	0
AT5G36230	0
AT1G03520	0
AT1G43000	0
AT2G23290	0
AT1G72250	0
AT4G32850	0
AT2G14850	0
AT5G44560	0
AT3G18270	0
AT1G76270	0
AT3G20980	0
AT5G35760	0
AT3G16230	0
AT1G48380	0
AT3G46620	0
AT2G17800	0
AT1G47230	0
AT1G28590	0
AT3G49960	0
AT4G13650	0
AT2G43140	0
AT3G22950	0
AT5G64220	0
AT1G34260	0
AT5G56170	0
AT5G43330	0
AT3G26200	0
AT5G24450	0
AT4G28350	0
AT5G10880	0
AT5G51160	0
AT4G04760	0
AT5G53170	0
AT1G80400	0
AT1G19340	0
AT2G36310	0
AT3G13228	0
AT2G21430	0
AT4G26550	0
AT5G55860	0
AT1G72760	0
AT5G44740	0
AT5G57740	0
AT2G37890	0
AT5G19610	0
AT4G01420	0
AT2G14680	0
AT5G39080	0
AT5G66120	0
AT5G50000	0
AT1G14910	0
AT2G23690	0
AT2G15810	0
AT3G30400	0
AT5G17850	0
AT1G27050	0
AT1G71690	0
AT5G58630	0
AT5G66010	0
AT5G67450	0
AT3G06420	0
AT2G44840	0
AT5G26930	0
AT4G02910	0
AT1G47813	0
AT1G69260	0
AT1G64450	0
AT2G44810	0
AT1G31580	0
AT3G24810	0
AT1G64220	0
AT1G52550	0
AT4G11570	0
AT5G45280	0
AT2G25820	0
AT3G20180	0
AT3G07530	0
AT3G13170	0
AT1G16610	0
AT1G68570	0
AT5G15540	0
AT2G13360	0
AT3G22710	0
AT2G22360	0
AT1G47220	0
AT4G25030	0
AT2G25170	0
AT5G17610	0
AT4G05530	0
AT4G04990	0
AT1G78750	0
AT5G23310	0
AT5G03470	0
AT1G67240	0
AT1G22015	0
AT4G14290	0
AT2G32090	0
AT4G10610	0
AT2G26020	0
AT1G02470	0
AT1G62980	0
AT4G26790	0
AT3G26930	0
AT5G19170	0
AT4G27420	0
AT3G28490	0
AT4G17890	0
AT1G55500	0
AT3G56270	0
AT1G35260	0
AT1G51170	0
AT4G27690	0
AT1G47890	0
AT4G04590	0
AT4G18770	0
AT1G51600	0
AT1G24140	0
AT3G21140	0
AT5G63840	0
AT1G64580	0
AT3G14180	0
AT2G19180	0
AT5G45060	0
AT1G22780	0
AT5G52160	0
AT3G55180	0
AT1G17440	0
AT4G22750	0
AT1G27900	0
AT3G04650	0
AT3G22520	0
AT4G10280	0
AT3G03360	0
AT4G28240	0
AT3G09150	0
AT3G05950	0
AT2G42400	0
AT4G35050	0
AT4G04840	0
AT1G50120	0
AT2G34850	0
AT1G29220	0
AT2G15325	0
AT5G09690	0
AT3G09890	0
AT1G66330	0
AT5G64900	0
AT5G15710	0
AT3G01580	0
AT3G43220	0
AT3G53090	0
AT2G37840	0
AT1G35210	0
AT4G39920	0
AT2G45310	0
AT4G22730	0
AT4G21660	0
AT4G16780	0
AT2G27590	0
AT5G64440	0
AT4G28460	0
AT3G13750	0
AT1G34967	0
AT1G71860	0
AT3G20070	0
AT2G19730	0
AT2G45100	0
AT5G67360	0
AT1G07480	0
AT1G77760	0
AT2G37090	0
AT1G18940	0
AT5G54420	0
AT5G61800	0
AT5G66610	0
AT1G80140	0
AT3G05675	0
AT2G15820	0
AT3G53370	0
ATMG00320	0
AT3G20870	0
AT2G15130	0
AT5G42860	0
AT3G53390	0
AT3G17850	0
AT1G62530	0
AT5G05520	0
ATMG01410	0
AT1G11270	0
AT4G32010	0
AT1G54200	0
AT3G42830	0
AT4G28130	0
AT2G31260	0
AT2G38910	0
AT1G48290	0
AT1G71010	0
AT2G34960	0
AT3G24550	0
AT3G47050	0
AT3G51760	0
AT4G35220	0
AT4G30840	0
AT5G01480	0
AT4G12040	0
AT3G18530	0
AT5G38140	0
AT2G05660	0
AT5G14750	0
AT2G13970	0
AT3G27230	0
AT4G37830	0
AT3G21180	0
AT2G42950	0
AT4G26770	0
AT1G09930	0
AT1G72030	0
AT1G07430	0
AT2G35230	0
AT4G33250	0
AT5G53580	0
AT5G48290	0
AT4G22000	0
AT3G60350	0
AT1G31000	0
AT1G11560	0
AT3G23690	0
AT1G14140	0
AT2G40640	0
AT2G39260	0
AT3G19740	0
AT3G61400	0
AT2G43730	0
AT2G20390	0
AT3G18090	0
AT2G01760	0
AT5G62620	0
AT1G59730	0
AT3G30660	0
AT5G04000	0
AT4G17785	0
AT5G47160	0
AT2G23110	0
AT3G50130	0
AT2G45120	0
AT4G01780	0
AT1G15570	0
AT3G17930	0
AT1G16240	0
AT5G40960	0
AT2G48040	0
AT3G57420	0
AT3G05990	0
AT1G65480	0
AT4G16620	0
AT4G02210	0
AT5G52650	0
AT5G04560	0
AT5G02630	0
AT4G27110	0
AT2G34250	0
ATCG01240	0
AT3G47980	0
AT3G27650	0
AT2G03630	0
AT1G62390	0
AT4G24690	0
AT2G45540	0
AT4G18920	0
AT1G34545	0
AT5G52500	0
ATCG01230	0
AT3G22210	0
AT5G66180	0
AT5G59560	0
AT5G50645	0
AT3G54170	0
AT4G13240	0
AT4G16600	0
AT2G07440	0
AT1G08180	0
AT1G56150	0
AT1G15290	0
AT2G26980	0
AT2G18970	0
AT5G67330	0
AT5G58610	0
AT5G11810	0
AT4G28370	0
AT1G80245	0
AT4G18070	0
AT3G10970	0
AT5G35430	0
AT5G59340	0
AT1G20720	0
AT3G23910	0
AT2G45580	0
AT2G27775	0
AT5G05150	0
AT1G65610	0
AT1G61780	0
AT1G63990	0
AT5G15520	0
AT3G16620	0
AT5G56160	0
AT5G43230	0
AT1G11290	0
AT3G18910	0
AT1G52420	0
AT1G74720	0
AT2G38690	0
AT1G33040	0
AT2G24400	0
AT5G60340	0
AT5G45650	0
AT4G36030	0
AT1G78720	0
AT3G26350	0
AT1G51640	0
AT3G23900	0
AT1G05330	0
AT1G14570	0
AT3G21950	0
AT5G27660	0
AT1G49040	0
AT2G23200	0
AT2G38050	0
AT4G04050	0
AT5G57050	0
AT1G69800	0
AT4G02410	0
AT4G39753	0
AT2G13810	0
AT3G30350	0
AT5G16260	0
AT4G10490	0
AT3G57780	0
AT4G13850	0
AT2G03870	0
AT5G62170	0
AT5G12340	0
AT5G19850	0
AT2G34490	0
AT2G30760	0
AT3G62430	0
AT4G31330	0
AT5G63040	0
AT5G67400	0
AT5G40470	0
AT4G29120	0
AT3G57890	0
AT5G13070	0
ATMG00480	0
AT5G65610	0
AT1G02250	0
AT5G65600	0
AT1G74060	0
AT2G14860	0
AT3G49470	0
AT2G29090	0
AT1G10300	0
AT3G06810	0
AT4G10460	0
AT3G18440	0
AT2G19520	0
AT5G42220	0
AT1G70250	0
AT3G50500	0
AT3G60940	0
AT1G47200	0
AT5G58400	0
AT5G42480	0
AT3G03250	0
AT1G09380	0
AT3G23610	0
AT3G01040	0
AT1G51830	0
AT3G09310	0
AT1G15780	0
AT5G28880	0
AT2G04060	0
AT3G15410	0
AT3G17980	0
AT5G10630	0
AT2G19980	0
AT2G43630	0
AT5G15460	0
AT5G65370	0
AT5G45790	0
AT5G67420	0
AT5G22420	0
AT1G54480	0
AT1G52770	0
AT1G47240	0
AT2G41230	0
AT1G09740	0
AT3G52950	0
AT3G51940	0
AT2G33640	0
AT3G16100	0
AT5G05640	0
AT3G21310	0
AT5G12970	0
AT3G15000	0
AT3G46790	0
AT1G11780	0
AT5G50900	0
AT5G49950	0
AT3G07060	0
AT1G72430	0
AT5G14950	0
AT5G62810	0
AT1G17360	0
AT5G18150	0
AT1G30380	0
AT1G34110	0
AT4G11120	0
AT1G80040	0
AT5G20940	0
AT2G26500	0
AT1G48160	0
AT1G72370	0
AT1G80320	0
AT5G26700	0
AT1G27390	0
AT1G12620	0
AT1G51510	0
AT3G59030	0
AT1G73840	0
AT2G30390	0
AT1G29510	0
AT2G42880	0
AT4G36460	0
AT5G48770	0
AT3G48570	0
AT1G79560	0
AT1G31170	0
AT5G16990	0
AT2G02680	0
AT3G04200	0
AT3G48950	0
AT5G53810	0
AT3G29230	0
AT3G56590	0
AT1G17500	0
AT1G70890	0
AT3G07930	0
AT3G60340	0
AT5G51670	0
AT1G50440	0
AT5G62150	0
AT5G64140	0
AT4G04860	0
AT5G51520	0
AT1G75510	0
AT5G27050	0
AT3G62390	0
AT5G47950	0
AT2G24580	0
AT3G20560	0
AT2G45720	0
AT3G51360	0
AT5G58575	0
AT5G51610	0
AT1G12650	0
AT3G46430	0
AT3G14880	0
AT3G58230	0
AT4G40030	0
AT3G14940	0
AT1G24050	0
AT4G13260	0
AT2G44500	0
AT2G13570	0
AT1G72660	0
AT4G03100	0
AT4G01250	0
AT5G09990	0
AT5G57930	0
AT1G27100	0
AT3G61040	0
AT2G37160	0
AT4G13380	0
AT2G02670	0
AT2G17560	0
AT2G39510	0
AT5G23270	0
AT1G50610	0
AT3G17890	0
AT3G47590	0
AT5G48010	0
AT3G45680	0
AT1G08480	0
AT5G24130	0
AT4G21130	0
AT2G26110	0
AT5G35280	0
AT4G33920	0
AT4G15830	0
AT5G15725	0
AT5G55970	0
AT2G42480	0
AT2G14290	0
AT2G29890	0
AT1G32260	0
AT3G18790	0
AT2G33260	0
AT3G10250	0
AT3G02555	0
AT3G23060	0
AT1G28560	0
AT1G67730	0
AT2G27880	0
AT5G43980	0
AT3G60700	0
AT1G19090	0
AT4G03040	0
AT5G62480	0
AT1G62050	0
AT4G27890	0
AT2G18290	0
AT1G14680	0
AT5G16110	0
AT4G31170	0
AT3G18700	0
AT4G15120	0
AT1G52620	0
ATMG00010	0
AT3G42820	0
AT3G01860	0
AT5G61620	0
AT2G32710	0
AT3G01070	0
AT4G31300	0
AT3G63020	0
AT4G21210	0
AT2G40080	0
AT4G33520	0
AT2G22490	0
AT4G18640	0
AT4G33970	0
AT1G49250	0
AT3G14050	0
AT5G44920	0
AT2G22030	0
AT5G10800	0
AT3G01820	0
AT1G13220	0
AT5G13930	0
AT4G27290	0
AT1G21740	0
AT5G54380	0
AT2G28085	0
AT3G43160	0
AT3G19210	0
AT4G09540	0
AT1G09750	0
AT1G48360	0
AT5G20300	0
AT2G36890	0
AT5G56980	0
AT5G58190	0
AT5G20500	0
AT1G48660	0
AT3G27510	0
ATCG00340	0
AT1G47910	0
AT5G20460	0
AT1G61667	0
AT2G37470	0
AT5G51970	0
AT2G39890	0
AT5G14620	0
AT1G05460	0
AT4G00420	0
AT3G11830	0
AT5G40210	0
AT1G54570	0
AT4G00990	0
AT1G74990	0
AT1G19025	0
AT2G43330	0
AT1G21650	0
AT1G48980	0
AT1G42450	0
AT5G23920	0
AT1G17040	0
AT5G64240	0
AT5G40030	0
AT1G36310	0
AT2G30080	0
AT3G04890	0
AT5G22540	0
AT1G33810	0
AT2G02970	0
ATMG00870	0
AT3G20660	0
AT2G26570	0
AT1G73430	0
AT1G32100	0
AT1G48095	0
AT3G11560	0
ATCG00170	0
AT4G15100	0
AT4G25000	0
AT1G73760	0
AT2G31490	0
AT3G12140	0
AT1G64390	0
AT1G70920	0
AT2G02410	0
AT5G07340	0
AT5G07740	0
AT3G56680	0
AT1G16380	0
AT4G15290	0
AT5G10970	0
AT5G09800	0
AT1G11350	0
AT1G77930	0
AT2G35580	0
AT1G69420	0
AT1G49760	0
AT3G11250	0
AT2G38620	0
AT1G49450	0
AT2G47900	0
AT3G01750	0
AT5G24460	0
AT4G18040	0
AT1G49350	0
AT1G70100	0
AT2G11910	0
AT3G51950	0
AT5G25415	0
AT1G68830	0
AT4G35040	0
